food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max,Serving size G,Serving size min ,Serving Size Max,Serving size confidence
INDWEB_0193,Egg biryani,Egg biryani,Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,175.0,140.0,209.0,0.7
INDWEB_0194,Fish biryani,Fish biryani,Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,172.0,138.0,206.0,0.7
INDWEB_0195,Fried rice (schezwan veg),Fried rice (schezwan veg),Grains & staples,plate,134,120,150,0.9,50.0,Henry et al. GI tables (non-Indian cohort),8.66,7.75,9.69,Low,0.62,12.93,"Per-100g values proxy-mapped to validated source item 'Fried Fragrantwhite Rice' (food_id=NONIND_0105); mapping_score=0.63; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",12.93,6.46,6.46,6.46,100.0,cooked_rice_nin_cup_200ml,17.33,15.52,19.4,159.0,127.0,190.0,0.8
INDWEB_0196,Schezwan noodles (veg),Schezwan noodles (veg),Grains & staples,bowl,100,100,100,0.75,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,4.61,4.61,4.61,Low,0.65,11.2,"Per-100g values proxy-mapped to validated source item 'Schezwan Noodles' (food_id=WEST_IN_0221); mapping_score=0.67; mapping_tier=high. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",11.2,4.61,4.61,4.61,100.0,portion_100g,11.2,11.2,11.2,224.0,169.0,280.0,0.7
INDWEB_0197,Tehri (veg),Tehri (veg),Grains & staples,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.75,11.75,11.75,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0198,Tahari (chicken),Tahari (chicken),Grains & staples,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.96,9.96,9.96,Low,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,9.96,9.96,9.96,100.0,portion_100g,14.44,14.44,14.44,150.0,105.0,195.0,0.6
INDWEB_0199,Kushka rice,Kushka rice,Grains & staples,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.62,52.07,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",52.07,24.99,24.99,24.99,100.0,cooked_rice_nin_cup_200ml,69.77,62.48,78.1,150.0,120.0,180.0,0.8
INDWEB_0200,Bagara rice,Bagara rice,Grains & staples,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.62,52.07,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",52.07,24.99,24.99,24.99,100.0,cooked_rice_nin_cup_200ml,69.77,62.48,78.1,150.0,120.0,180.0,0.8
INDWEB_0201,Imarti,Imarti,Sweets & desserts,piece,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Spinach and Corn' (food_id=WEST_IN_0084).",18.67,13.05,13.05,13.05,100.0,portion_100g,18.67,18.67,18.67,61.0,45.0,77.0,0.7
INDWEB_0202,Kala jamun,Kala jamun,Sweets & desserts,piece,100,100,100,0.75,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,30.01,30.01,30.01,High,0.68,43.75,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pan Cake' (food_id=WEST_IN_0256).",43.75,30.01,30.01,30.01,100.0,portion_100g,43.75,43.75,43.75,63.0,47.0,79.0,0.7
INDWEB_0203,Kheer (rice),Kheer (rice),Sweets & desserts,plate,134,120,150,0.9,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.62,52.07,"Per-100g values proxy-mapped to validated source item 'Rice' (food_id=NONIND_0071); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",52.07,24.99,24.99,24.99,100.0,cooked_rice_nin_cup_200ml,69.77,62.48,78.1,150.0,120.0,180.0,0.75
INDWEB_0204,Phirni,Phirni,Sweets & desserts,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Bbq Chicken' (food_id=WEST_IN_0004).",15.33,10.49,10.49,10.49,100.0,portion_100g,15.33,15.33,15.33,150.0,105.0,195.0,0.6
INDWEB_0205,Sheer khurma,Sheer khurma,Sweets & desserts,piece,100,100,100,0.75,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.64,7.64,7.64,Low,0.85,13.89,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Poha' (food_id=T2_0058).",13.89,7.64,7.64,7.64,100.0,portion_100g,13.89,13.89,13.89,65.0,49.0,82.0,0.7
INDWEB_0206,Seviyan kheer,Seviyan kheer,Sweets & desserts,piece,100,100,100,0.75,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,22.86,22.86,22.86,High,0.6,28.57,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rasmalai' (food_id=T3_0121).",28.57,22.86,22.86,22.86,100.0,portion_100g,28.57,28.57,28.57,63.0,47.0,80.0,0.7
INDWEB_0207,Halwa (suji),Halwa (suji),Sweets & desserts,piece,100,100,100,0.75,57.0,Henry et al. GI tables (non-Indian cohort),34.63,34.63,34.63,High,0.88,60.75,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Wheatpan Cake' (food_id=NONIND_0394).",60.75,34.63,34.63,34.63,100.0,portion_100g,60.75,60.75,60.75,63.0,47.0,80.0,0.7
INDWEB_0208,Halwa (gajar),Halwa (gajar),Sweets & desserts,piece,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,40.98,High,0.68,60.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Vanilla Cake' (food_id=WEST_IN_0259).",60.0,40.98,40.98,40.98,100.0,portion_100g,60.0,60.0,60.0,63.0,46.0,79.0,0.7
INDWEB_0209,Halwa (moong dal),Halwa (moong dal),Sweets & desserts,piece,200,160,240,0.6,77.0,Henry et al. GI tables (non-Indian cohort),31.72,25.38,38.06,High,0.88,20.6,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Sweet Potato' (food_id=NONIND_0064).",20.6,15.86,15.86,15.86,100.0,dal_katori_default,41.2,32.96,49.44,61.0,45.0,77.0,0.7
INDWEB_0210,Halwa (atte ka),Halwa (atte ka),Sweets & desserts,piece,100,100,100,0.75,37.8,Henry et al. GI tables (non-Indian cohort),6.3,6.3,6.3,Low,0.88,16.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'White Sweet Potato Pudding' (food_id=NONIND_0219).",16.67,6.3,6.3,6.3,100.0,portion_100g,16.67,16.67,16.67,61.0,46.0,77.0,0.7
INDWEB_0211,Badam halwa,Badam halwa,Sweets & desserts,piece,100,100,100,0.75,91.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",50.96,50.96,50.96,High,0.92,56.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Cake Calrose Rice' (food_id=T1_0729).",56.0,50.96,50.96,50.96,100.0,portion_100g,56.0,56.0,56.0,65.0,48.0,81.0,0.7
INDWEB_0212,Ladoo (boondi),Ladoo (boondi),Sweets & desserts,piece,100,100,100,0.75,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,37.5,37.5,37.5,High,0.58,50.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Peda' (food_id=T3_0131).",50.0,37.5,37.5,37.5,100.0,portion_100g,50.0,50.0,50.0,62.0,46.0,78.0,0.7
INDWEB_0213,Ladoo (besan),Ladoo (besan),Sweets & desserts,piece,100,100,100,0.75,33.3,Henry et al. GI tables (non-Indian cohort),6.57,6.57,6.57,Low,0.62,19.73,"Per-100g values proxy-mapped to validated source item 'Besan' (food_id=NONIND_0622); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",19.73,6.57,6.57,6.57,100.0,portion_100g,19.73,19.73,19.73,62.0,46.0,78.0,0.7
INDWEB_0214,Ladoo (motichoor),Ladoo (motichoor),Sweets & desserts,piece,100,100,100,0.75,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,58.93,58.93,58.93,High,0.5,78.57,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Packaged Biscuits' (food_id=T4_0122).",78.57,58.93,58.93,58.93,100.0,portion_100g,78.57,78.57,78.57,63.0,47.0,79.0,0.7
INDWEB_0215,Ladoo (til),Ladoo (til),Sweets & desserts,piece,100,100,100,0.75,76.0,Henry et al. GI tables (non-Indian cohort),15.1,15.1,15.1,Medium,0.88,19.87,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Sweet Potato Fried' (food_id=NONIND_0559).",19.87,15.1,15.1,15.1,100.0,portion_100g,19.87,19.87,19.87,66.0,49.0,83.0,0.7
INDWEB_0216,Ladoo (rava),Ladoo (rava),Sweets & desserts,piece,100,100,100,0.75,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.62,30.62,30.62,High,0.54,43.75,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pan Cake' (food_id=T4_0061).",43.75,30.62,30.62,30.62,100.0,portion_100g,43.75,43.75,43.75,63.0,47.0,79.0,0.7
INDWEB_0217,Barfi (kaju katli),Barfi (kaju katli),Sweets & desserts,piece,100,100,100,0.75,79.0,Henry et al. GI tables (non-Indian cohort),8.85,8.85,8.85,Low,0.88,11.2,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Sweet Yam Boiled' (food_id=NONIND_0554).",11.2,8.85,8.85,8.85,100.0,portion_100g,11.2,11.2,11.2,63.0,47.0,80.0,0.7
INDWEB_0218,Barfi (coconut),Barfi (coconut),Sweets & desserts,piece,100,100,100,0.75,35.0,Henry et al. GI tables (non-Indian cohort),21.61,21.61,21.61,High,0.45,61.73,"Per-100g values proxy-mapped to validated source item 'Coconut Sapsugar' (food_id=NONIND_0299); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",61.73,21.61,21.61,21.61,100.0,portion_100g,61.73,61.73,61.73,61.0,45.0,77.0,0.7
INDWEB_0219,Barfi (milk),Barfi (milk),Sweets & desserts,glass,200,200,200,0.9,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,7.34,7.34,7.34,Low,0.43,7.2,"Per-100g values proxy-mapped to validated source item 'Milk Shake' (food_id=WEST_IN_0268); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.2,3.67,3.67,3.67,100.0,glass_200ml,14.4,14.4,14.4,250.0,200.0,300.0,0.7
INDWEB_0220,Sandesh,Sandesh,Sweets & desserts,piece,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Sausage' (food_id=WEST_IN_0081).",15.33,10.49,10.49,10.49,100.0,portion_100g,15.33,15.33,15.33,60.0,44.0,75.0,0.7
INDWEB_0221,Mishti doi,Mishti doi,Sweets & desserts,piece,100,100,100,0.75,56.0,Henry et al. GI tables (non-Indian cohort),19.45,19.45,19.45,Medium,0.88,34.73,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza' (food_id=NONIND_0788).",34.73,19.45,19.45,19.45,100.0,portion_100g,34.73,34.73,34.73,59.0,44.0,75.0,0.7
